accession_number,report_date,url,issuer,class,cusip,value,shares,share_type,discretion,voting_sole,voting_shared,voting_none
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,DOW INC,COM,260557103,44595704,1277082,SH,SOLE,1240602,0,36480
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,DUOLINGO INC,CL A COM,26603R106,1661389,5350,SH,SOLE,5350,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,DUPONT DE NEMOURS INC,COM,26614N102,190941225,2556792,SH,SOLE,2484142,0,72650
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,E L F BEAUTY INC,COM,26856L103,24862644,395965,SH,SOLE,384365,0,11600
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EBAY INC.,COM,278642103,144577813,2134620,SH,SOLE,2134620,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EDWARDS LIFESCIENCES CORP,COM,28176E108,166675008,2299600,SH,SOLE,2299600,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ELANCO ANIMAL HEALTH INC,COM,28414H103,527347121,50223535,SH,SOLE,47285054,0,2938480
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ELECTRONIC ARTS INC,COM,285512109,65010877,449840,SH,SOLE,434340,0,15500
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ELI LILLY & CO,COM,532457108,12206759842,14779770,SH,SOLE,14523473,0,256297
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ENOVIS CORPORATION,COM,194014502,457259,11967,SH,SOLE,11967,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ENTEGRIS INC,COM,29362U104,239333382,2735864,SH,SOLE,2729497,0,6367
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EOG RES INC,COM,26875P101,326122271,2543062,SH,SOLE,2543062,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EPR PPTYS,COM SH BEN INT,26884U109,5624009,106900,SH,SOLE,106900,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ESAB CORPORATION,COM,29605J106,473806,4067,SH,SOLE,4067,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ETSY INC,COM,29786A106,1509760,32000,SH,SOLE,32000,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EVERCORE INC,CLASS A,29977A105,50355404,252130,SH,SOLE,252130,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EXACT SCIENCES CORP,COM,30063P105,20748897,479300,SH,SOLE,479300,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EXPAND ENERGY CORPORATION,COM,165167735,61308486,550741,SH,SOLE,532323,0,18418
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,EXXON MOBIL CORP,COM,30231G102,739071932,6214344,SH,SOLE,6207838,0,6506
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FEDEX CORP,COM,31428X106,2908734204,11931800,SH,SOLE,11732527,0,199273
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FIBROGEN INC,COM,31572Q808,1159282,3740820,SH,SOLE,3582420,0,158400
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FIDELITY NATL INFORMATION SV,COM,31620M106,63554174,851020,SH,SOLE,851020,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FLEX LTD,ORD,Y2573F102,1195009939,36124847,SH,SOLE,34411264,0,1713583
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FLUTTER ENTMT PLC,SHS,G3643J108,210939749,952109,SH,SOLE,952109,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FLYWIRE CORPORATION,COM VTG,302492103,17060575,1795850,SH,SOLE,1795850,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FMC CORP,COM NEW,302491303,9766985,231500,SH,SOLE,231500,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FORMFACTOR INC,COM,346375108,78765980,2784234,SH,SOLE,2784234,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FORTINET INC,COM,34959E109,6685257,69450,SH,SOLE,69450,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FREEPORT-MCMORAN INC,CL B,35671D857,97541368,2576370,SH,SOLE,2576370,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,FRONTIER GROUP HLDGS INC,COM,35909R108,1884862,434300,SH,SOLE,434300,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GALAPAGOS NV,SPON ADR,36315X101,3697915,147210,SH,SOLE,147210,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GARTNER INC,COM,366651107,44702310,106500,SH,SOLE,106500,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GENERAL DYNAMICS CORP,COM,369550108,164322127,602840,SH,SOLE,602280,0,560
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,50783472,1051200,SH,SOLE,1051200,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GIBRALTAR INDS INC,COM,374689107,6000918,102300,SH,SOLE,102300,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GITLAB INC,CLASS A COM,37637K108,40736780,866740,SH,SOLE,866740,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GLAUKOS CORP,COM,377322102,119922310,1218475,SH,SOLE,1218475,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GLOBUS MED INC,CL A,379577208,2820030,38525,SH,SOLE,38525,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GOLDMAN SACHS GROUP INC,COM,38141G104,101358647,185540,SH,SOLE,185540,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GRAIL INC,COM,384747101,52397150,2051572,SH,SOLE,2021948,0,29623
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GREIF INC,CL B,397624206,1363440,23000,SH,SOLE,23000,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GRIFFON CORP,COM,398433102,19676800,275200,SH,SOLE,275200,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GROWGENERATION CORP,COM,39986L109,494964,458300,SH,SOLE,458300,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GSK PLC,SPONSORED ADR,37733W204,995928693,25708020,SH,SOLE,24861300,0,846720
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GUARDANT HEALTH INC,COM,40131M109,1861024,43686,SH,SOLE,43686,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,GXO LOGISTICS INCORPORATED,COMMON STOCK,36262G101,8402982,215020,SH,SOLE,215020,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HEALTH CATALYST INC,COM,42225T107,9083180,2005116,SH,SOLE,2005116,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HERTZ GLOBAL HLDGS INC,COM NEW,42806J700,541356,137400,SH,SOLE,137400,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HESS CORP,COM,42809H107,1138934800,7130375,SH,SOLE,6994885,0,135490
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HEWLETT PACKARD ENTERPRISE C,COM,42824C109,431560900,27968950,SH,SOLE,27254020,0,714930
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HONEYWELL INTL INC,COM,438516106,25907613,122350,SH,SOLE,122350,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HP INC,COM,40434L105,598737964,21622895,SH,SOLE,20806255,0,816640
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HUBSPOT INC,COM,443573100,25736615,45050,SH,SOLE,45050,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HUMANA INC,COM,444859102,5113660,19326,SH,SOLE,19326,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,HUNT J B TRANS SVCS INC,COM,445658107,94807840,640810,SH,SOLE,640810,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,IBOTTA INC,CLASS A COM SHS,451051106,5261285,124675,SH,SOLE,124675,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,IDEX CORP,COM,45167R104,49576733,273950,SH,SOLE,248070,0,25880
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,ILLUMINA INC,COM,452327109,188111093,2370949,SH,SOLE,2231319,0,139630
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,IMAX CORP,COM,45245E109,19543795,741700,SH,SOLE,741700,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,IMMUNOCORE HLDGS PLC,ADS,45258D105,79475545,2678650,SH,SOLE,2652990,0,25660
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,IMMUNOME INC,COM,45257U108,22974201,3413700,SH,SOLE,3413700,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,INDIE SEMICONDUCTOR INC,CLASS A COM,45569U101,58248591,28623386,SH,SOLE,26295050,0,2328336
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,INGEVITY CORP,COM,45688C107,2731710,69000,SH,SOLE,69000,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,INSULET CORP,COM,45784P101,111613977,425018,SH,SOLE,425018,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,INTEL CORP,COM,458140100,1748313226,76984290,SH,SOLE,73862708,0,3121582
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,INTUIT,COM,461202103,850109067,1384565,SH,SOLE,1359965,0,24600
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,IQVIA HLDGS INC,COM,46266C105,52339768,296879,SH,SOLE,289439,0,7440
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,IVANHOE ELECTRIC INC,COM,46578C108,2773694,477400,SH,SOLE,477400,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,JABIL INC,COM,466313103,460700364,3385760,SH,SOLE,3226260,0,159500
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,JACOBS SOLUTIONS INC,COM,46982L108,562554605,4653442,SH,SOLE,4487542,0,165900
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,JAMF HLDG CORP,COM,47074L105,376650,31000,SH,SOLE,31000,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,JELD-WEN HLDG INC,COM,47580P103,1924131,322300,SH,SOLE,322300,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,JETBLUE AWYS CORP,COM,477143101,14863434,3083700,SH,SOLE,3083700,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,JPMORGAN CHASE & CO.,COM,46625H100,1238367614,5048380,SH,SOLE,4928080,0,120300
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,KEYCORP,COM,493267108,27173886,1699430,SH,SOLE,1699430,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,KEYSIGHT TECHNOLOGIES INC,COM,49338L103,100291238,669635,SH,SOLE,643255,0,26380
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,KIRBY CORP,COM,497266106,26701994,264350,SH,SOLE,258050,0,6300
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,KLA CORP,COM NEW,482480100,3315390718,4877009,SH,SOLE,4819219,0,57790
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,KNIGHT-SWIFT TRANSN HLDGS IN,CL A,499049104,7734697,177850,SH,SOLE,177850,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,L3HARRIS TECHNOLOGIES INC,COM,502431109,51908880,248000,SH,SOLE,248000,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,LESLIES INC,COM,527064109,964336,1311130,SH,SOLE,1311130,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,LINDE PLC,SHS,G54950103,131738869,282920,SH,SOLE,282920,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,LIVANOVA PLC,SHS,G5509L101,181018346,4608410,SH,SOLE,4415490,0,192920
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,LIVE NATION ENTERTAINMENT IN,COM,538034109,99218601,759830,SH,SOLE,746870,0,12960
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,LPL FINL HLDGS INC,COM,50212V100,5234240,16000,SH,SOLE,16000,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,LUCKY STRIKE ENTERTAINMENT C,CL A COM,10258P102,3190544,326900,SH,SOLE,326900,0,0
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,LYFT INC,CL A COM,55087P104,73652637,6204940,SH,SOLE,5978170,0,226770
0001085146-25-002901,,https://www.sec.gov/Archives/edgar/data/763212/000108514625002901/infotable.xml,MARKETAXESS HLDGS INC,COM,57060D108,294563123,1361512,SH,SOLE,1348012,0,13500
